category,term,definition,context
Section20,sentimental,"感傷的な、情緒的な","She kept the old letters for sentimental reasons."
Section20,contempt,"軽蔑、侮蔑（scorn / disdain）","He showed nothing but contempt for the rules."
Section20,contemptuous,"軽蔑した、さげすんだ（scornful）","Her contemptuous remark offended several people."
Section20,spontaneous,"自発的な、即興の（impulsive / voluntary）","The crowd broke into spontaneous applause."
Section20,spontaneity,"自発性、即興性","The spontaneity of his performance impressed the audience."
Section20,vanity,"虚栄心、うぬぼれ（conceit / pride）","His vanity prevented him from accepting honest feedback."
Section20,vain,"①虚栄心の強い ②無駄な（futile）","All their efforts proved to be in vain."
Section20,resent,"…に腹を立てる、憤慨する","She resented being excluded from the decision-making process."
Section20,resentment,"憤り、恨み（bitterness / grudge）","Years of resentment had built up between the two families."
Section20,despair,"絶望 / 絶望する（hopelessness）","After failing the exam three times he fell into despair."
Section20,desperate,"必死の、絶望的な","They made a desperate attempt to save the drowning child."
Section20,agony,"苦悶、激しい苦痛","The patient was writhing in agony."
Section20,anguish,"苦悩、苦痛（distress / torment）","She felt deep anguish over the unfair treatment."
Section20,disgust,"嫌悪、反感 / うんざりさせる","He could not conceal his disgust at the corruption."
Section20,hostile,"敵意のある、敵対的な（antagonistic）","The audience was hostile toward the speaker."
Section20,hostility,"敵意、敵対行為","There was open hostility between the rival groups."
Section20,yearn,"切望する、あこがれる（long for / crave）","She yearned for a life of freedom and adventure."
Section20,longing,"切望、あこがれ（yearning / desire）","He felt a deep longing for his homeland."
Section20,delight,"大喜び / 大いに喜ばせる（joy / pleasure）","The children squealed with delight at the surprise."
Section20,delighted,"大喜びの（thrilled / overjoyed）","She was delighted to receive the award."
Section20,anxious,"①心配な（worried） ②切望して","She was anxious about the results of the medical test."
Section20,anxiety,"不安、心配（worry / nervousness）","Public anxiety over the economy continues to grow."
Section20,reluctant,"気が進まない、しぶしぶの（unwilling / hesitant）","He was reluctant to accept the transfer to another city."
Section20,reluctance,"気が進まないこと、不承不承","She agreed with obvious reluctance."
Section20,appetite,"食欲、欲求（desire / craving）","He lost his appetite after hearing the bad news."
Section20,frustrate,"…を挫折させる、いらだたせる","The constant delays frustrated the entire team."
Section20,frustration,"挫折感、いらだち","He expressed his frustration with the slow progress."
Section20,prejudice,"偏見、先入観（bias / discrimination）","We must overcome prejudice based on race or gender."
Section21,barely,"かろうじて、ほとんど…ない（hardly / scarcely）","She could barely keep her eyes open after the long flight."
Section21,nowadays,"今日では、近頃は（these days）","Nowadays most people rely on smartphones for communication."
Section21,practically,"①実質的に、ほとんど ②実際的に","The town was practically deserted during the holiday."
Section21,altogether,"①完全に ②全部で（entirely / in total）","The project was altogether different from what we expected."
Section21,frankly,"率直に言って（honestly / candidly）","Frankly I do not think the proposal will succeed."
Section21,deliberately,"①故意に、わざと（intentionally） ②慎重に","He deliberately avoided answering the question."
Section21,apparently,"見たところ…らしい（seemingly / evidently）","Apparently the meeting has been postponed until next week."
Section21,inevitably,"必然的に、避けられないことに","Prices will inevitably rise if demand continues to increase."
Section21,inevitable,"避けられない（unavoidable / inescapable）","Change is inevitable in a rapidly evolving industry."
Section21,reluctantly,"しぶしぶ、不承不承（unwillingly）","She reluctantly agreed to work on the weekend."
Section21,thoroughly,"徹底的に、完全に（completely / fully）","The police thoroughly investigated the crime scene."
Section21,thorough,"徹底的な、完全な","She conducted a thorough review of the financial records."
Section21,simultaneously,"同時に（at the same time / concurrently）","The two events occurred simultaneously."
Section21,simultaneous,"同時の、同時に起こる","The device enables simultaneous translation of ten languages."
Section21,precisely,"正確に、まさに（exactly / accurately）","The train arrived precisely on time."
Section21,precise,"正確な、精密な（exact / accurate）","We need precise measurements for the experiment."
